Plate No,Route,Source,Destination,Current Lat,Current Long,Next Waypoint 1,Next Waypoint 2,Speed,ETA to Next Stop,Status
GJ-01-EC-5326,750,Sarthi,CTM,22.974504,72.61565,"23.007561, 72.586774","23.132105, 72.464393",54 km/h,18 mins,Early
GJ-01-QT-0618,751A,Sarthi,Naroda,22.973063,72.612654,"23.038925, 72.539479","23.061391, 72.469872",60 km/h,19 mins,On Time
GJ-01-GI-9070,752A,Sarthi,S. Bopal,22.98222,72.626086,"23.029754, 72.626596","23.016290, 72.618621",58 km/h,24 mins,Traffic
GJ-01-QP-9058,753C,Sarthi,Sabarmati,22.969175,72.523395,"23.016040, 72.471027","22.997552, 72.606534",52 km/h,20 mins,Delayed
GJ-01-GU-3471,754B,Sarthi,Isanpur,23.088003,72.642441,"23.039014, 72.558334","23.042958, 72.491277",56 km/h,5 mins,Traffic
GJ-01-YJ-6171,755D,Sarthi,Sola,22.963775,72.590801,"23.034637, 72.475607","23.093733, 72.575182",25 km/h,8 mins,Early
GJ-01-RC-2532,756,Sarthi,Prahladnagar,22.996079,72.552688,"22.984446, 72.541010","22.966259, 72.624748",16 km/h,2 mins,Early
GJ-01-TB-6768,757A,Sarthi,Chandlodia,23.13685,72.502703,"23.044473, 72.516344","23.046186, 72.597626",28 km/h,16 mins,Early
GJ-01-WD-4593,758,Sarthi,Jaimangal,23.108701,72.482578,"23.033270, 72.456164","23.077964, 72.487304",35 km/h,24 mins,Early
GJ-01-WY-7357,759B,Sarthi,Narol,23.028631,72.540036,"23.084627, 72.458862","22.988873, 72.474908",16 km/h,4 mins,Traffic
GJ-01-IE-3021,760B,Sarthi,Nikol,23.089698,72.625461,"23.128698, 72.513635","23.068333, 72.582844",23 km/h,2 mins,Traffic
GJ-01-TW-8402,761D,Airport,Ghuma,23.003229,72.570541,"23.148850, 72.483575","23.124680, 72.503094",50 km/h,17 mins,Delayed
GJ-01-NA-0099,762A,Airport,Maninagar,23.146177,72.492145,"22.969377, 72.450123","23.141760, 72.565035",54 km/h,14 mins,Early
GJ-01-CA-5018,763A,Airport,Bhadaj,23.058298,72.577301,"22.987190, 72.566624","22.981473, 72.511144",54 km/h,11 mins,Early
GJ-01-KF-3037,764C,Airport,RTO,23.050711,72.575871,"23.076510, 72.450705","23.099308, 72.520678",36 km/h,16 mins,On Time
GJ-01-IJ-0186,765A,Airport,LD Engg,22.952996,72.544594,"23.130904, 72.480468","23.061391, 72.559465",36 km/h,18 mins,On Time
GJ-01-YG-6807,766A,Airport,Vasna,23.07549,72.557691,"23.121485, 72.634286","23.116887, 72.475475",43 km/h,13 mins,Traffic
GJ-01-UP-7456,767B,Airport,RTO (C),23.136723,72.563754,"23.028236, 72.622492","23.074513, 72.649436",50 km/h,14 mins,Early
GJ-01-HD-6504,768,Airport,Lal Darwaja,23.136504,72.460629,"23.062969, 72.552077","22.999547, 72.614105",22 km/h,9 mins,Early
GJ-01-CW-6154,769C,Airport,Kalupur,22.954701,72.484088,"23.031857, 72.614217","23.090878, 72.480515",42 km/h,15 mins,Traffic
GJ-01-HO-5313,770B,Airport,Chandkheda,22.966431,72.573597,"23.149070, 72.567205","23.110501, 72.566439",59 km/h,21 mins,Delayed
GJ-01-QC-5748,771D,Airport,Hanspura,23.079559,72.628951,"22.999488, 72.496019","23.060672, 72.510418",56 km/h,22 mins,Traffic
GJ-01-DL-7448,772,Airport,Gota,22.954315,72.519812,"23.016621, 72.496392","23.059024, 72.542022",54 km/h,18 mins,Early
GJ-01-BU-7000,773,Airport,Ranip,23.026538,72.478351,"22.992247, 72.572538","22.978882, 72.528754",41 km/h,6 mins,Delayed
GJ-01-GF-7298,774B,Airport,Sarkhej,23.032127,72.485469,"23.055138, 72.541116","23.042524, 72.640009",46 km/h,7 mins,Traffic
GJ-01-RP-5553,775A,Airport,Iskcon,23.076768,72.619669,"22.981903, 72.540921","22.966796, 72.533386",27 km/h,10 mins,Traffic
GJ-01-EN-6453,776C,Airport,Nehrunagar,23.120805,72.558007,"23.044835, 72.617740","23.104464, 72.513225",40 km/h,13 mins,On Time
GJ-01-QK-4208,777D,Airport,Sarangpur,23.118774,72.535104,"23.147180, 72.592027","23.079197, 72.615566",59 km/h,24 mins,On Time
GJ-01-PQ-7447,778C,Airport,Vadaj,23.101835,72.620656,"22.970867, 72.555265","23.126329, 72.478239",23 km/h,25 mins,On Time
GJ-01-VN-3461,779D,Airport,Odhav,23.017102,72.625286,"22.953007, 72.456072","22.956304, 72.461196",45 km/h,8 mins,On Time
GJ-01-RD-4279,780A,Airport,Sarthi,22.961742,72.478549,"23.006425, 72.646723","22.974519, 72.499525",55 km/h,17 mins,Early
GJ-01-SI-1378,781B,Airport,Amba Town,23.130453,72.610596,"23.092236, 72.615293","23.085328, 72.571273",43 km/h,6 mins,On Time
GJ-01-HG-9102,782B,Airport,Dahegam,23.039828,72.528807,"22.991101, 72.495718","23.114364, 72.475564",28 km/h,19 mins,Early
GJ-01-YY-8526,783,Airport,Bopal,23.052103,72.59689,"23.028075, 72.584940","23.125636, 72.490997",35 km/h,14 mins,On Time
GJ-01-KW-4809,784C,Airport,Ghatlodia,23.013428,72.468538,"22.969520, 72.567080","23.019479, 72.542637",25 km/h,8 mins,Traffic
GJ-01-YS-0396,785C,Airport,Vaishnodevi,23.030006,72.488444,"23.055259, 72.511786","23.129445, 72.546185",34 km/h,2 mins,On Time
GJ-01-WS-7566,786A,Airport,Science City,23.041589,72.637995,"22.969558, 72.601867","23.026052, 72.486174",43 km/h,23 mins,Delayed
GJ-01-SS-1201,787C,Airport,Memnagar,23.081938,72.603593,"23.022358, 72.634751","23.107686, 72.620471",51 km/h,2 mins,Traffic
GJ-01-TZ-0909,788B,Airport,CTM,22.974629,72.619125,"22.970457, 72.608024","23.116337, 72.450489",33 km/h,13 mins,Traffic
GJ-01-XB-7463,789B,Airport,Naroda,22.994712,72.609929,"23.023020, 72.471814","23.039683, 72.534681",24 km/h,17 mins,Traffic
GJ-01-KS-4041,790B,Airport,S. Bopal,23.062483,72.501759,"23.026575, 72.457754","23.052459, 72.628400",24 km/h,2 mins,Delayed
GJ-01-EQ-3162,791A,Airport,Sabarmati,22.953796,72.539735,"23.002424, 72.531414","23.147586, 72.504490",33 km/h,25 mins,Traffic
GJ-01-LE-3173,792D,Airport,Isanpur,22.983428,72.58318,"23.019190, 72.628092","23.034783, 72.557467",58 km/h,3 mins,On Time
GJ-01-IR-4090,793B,Airport,Sola,22.994018,72.568243,"23.089542, 72.569944","23.060989, 72.471070",33 km/h,11 mins,Early
GJ-01-RS-6478,794A,Airport,Prahladnagar,23.026716,72.526578,"23.054554, 72.583829","23.031488, 72.638427",18 km/h,14 mins,Traffic
GJ-01-JZ-8336,795A,Airport,Chandlodia,23.066534,72.543258,"23.149426, 72.467180","23.142722, 72.630332",41 km/h,13 mins,On Time
GJ-01-XF-5931,796C,Airport,Jaimangal,23.010086,72.507723,"23.123231, 72.566352","23.129879, 72.642505",25 km/h,3 mins,Delayed
GJ-01-NC-6502,797C,Airport,Narol,22.953122,72.630829,"23.001765, 72.624660","23.126155, 72.475566",37 km/h,4 mins,Traffic
GJ-01-UI-1698,798C,Airport,Nikol,23.069988,72.580766,"23.145508, 72.538454","22.993150, 72.572977",32 km/h,16 mins,Traffic
GJ-01-WH-8496,799A,Amba Town,Ghuma,23.147147,72.6202,"23.117175, 72.485365","23.115992, 72.586371",35 km/h,23 mins,Early
GJ-01-MC-4386,800C,Amba Town,Maninagar,23.122526,72.466811,"23.010463, 72.528850","23.113030, 72.541370",57 km/h,10 mins,Early
GJ-01-FH-1626,801A,Amba Town,Bhadaj,23.130333,72.649744,"23.083439, 72.592481","23.028447, 72.618188",53 km/h,24 mins,Delayed
GJ-01-BT-1987,802B,Amba Town,RTO,23.076055,72.598439,"23.041036, 72.492675","22.985067, 72.464238",52 km/h,22 mins,On Time
GJ-01-WG-5592,803D,Amba Town,LD Engg,23.024918,72.634855,"23.112483, 72.519711","22.989128, 72.463216",30 km/h,25 mins,Early
GJ-01-QE-5087,804A,Amba Town,Vasna,22.976147,72.520755,"23.107727, 72.465146","23.096455, 72.458642",43 km/h,21 mins,On Time
GJ-01-QV-2199,805D,Amba Town,RTO (C),23.06249,72.584075,"22.991997, 72.519665","23.102747, 72.504785",43 km/h,5 mins,Traffic
GJ-01-MI-3998,806B,Amba Town,Lal Darwaja,23.061444,72.475604,"22.965922, 72.493813","23.072004, 72.641180",37 km/h,6 mins,Early
GJ-01-ZQ-6868,807C,Amba Town,Kalupur,23.134271,72.503274,"23.097881, 72.637618","23.108721, 72.579476",35 km/h,4 mins,Delayed
GJ-01-HS-6884,808D,Amba Town,Chandkheda,23.125325,72.599576,"22.965132, 72.552992","23.083515, 72.579390",15 km/h,16 mins,Traffic
GJ-01-RW-1868,809D,Amba Town,Hanspura,23.149102,72.486184,"23.045569, 72.641142","22.969851, 72.570049",22 km/h,5 mins,Early
GJ-01-YC-4058,810D,Amba Town,Gota,22.977184,72.598089,"23.123623, 72.618529","22.961544, 72.643461",60 km/h,5 mins,On Time
GJ-01-IX-2881,811A,Amba Town,Ranip,22.984441,72.490457,"23.148436, 72.477299","23.119754, 72.559756",39 km/h,11 mins,On Time
GJ-01-QN-0918,812A,Amba Town,Sarkhej,23.029142,72.519131,"23.137722, 72.509615","23.124576, 72.613863",30 km/h,14 mins,Delayed
GJ-01-NI-0488,813,Amba Town,Iskcon,23.013959,72.535336,"22.988699, 72.505956","23.078528, 72.466856",43 km/h,5 mins,On Time
GJ-01-ZH-2073,814B,Amba Town,Nehrunagar,22.975673,72.494812,"22.992883, 72.477447","23.014947, 72.596237",33 km/h,20 mins,Early
GJ-01-RT-1935,815C,Amba Town,Sarangpur,23.035367,72.63809,"23.083967, 72.616456","23.148916, 72.633558",48 km/h,7 mins,On Time
GJ-01-QD-4735,816D,Amba Town,Vadaj,23.056641,72.474207,"23.101673, 72.636363","22.990672, 72.555009",40 km/h,6 mins,Early
GJ-01-QF-9475,817A,Amba Town,Odhav,22.992671,72.522757,"22.962743, 72.610717","22.954134, 72.462509",40 km/h,24 mins,Delayed
GJ-01-CP-9062,818B,Amba Town,Sarthi,23.02672,72.532151,"23.126364, 72.538498","22.993235, 72.552621",40 km/h,16 mins,Delayed
GJ-01-MV-8259,819D,Amba Town,Airport,23.069499,72.63305,"22.961722, 72.610127","22.995740, 72.562399",59 km/h,8 mins,Early
GJ-01-EB-7164,820D,Amba Town,Dahegam,22.965376,72.609684,"23.101382, 72.624349","23.069738, 72.526910",39 km/h,10 mins,Delayed
GJ-01-NB-3734,821C,Amba Town,Bopal,23.127353,72.483964,"22.981091, 72.462049","22.989141, 72.481218",57 km/h,2 mins,On Time
GJ-01-PO-0891,822,Amba Town,Ghatlodia,22.985057,72.501926,"22.994954, 72.600435","23.148052, 72.454716",34 km/h,12 mins,Traffic
GJ-01-ZR-6667,823A,Amba Town,Vaishnodevi,22.984583,72.486583,"22.957919, 72.554997","22.957907, 72.566357",52 km/h,17 mins,Early
GJ-01-MM-5450,824D,Amba Town,Science City,23.027299,72.60419,"23.012008, 72.459514","23.122301, 72.543387",35 km/h,7 mins,On Time
GJ-01-VS-7755,825,Amba Town,Memnagar,23.12929,72.495369,"22.969478, 72.612271","23.121292, 72.518800",59 km/h,16 mins,Traffic
GJ-01-RR-3844,826A,Amba Town,CTM,22.981414,72.513684,"22.966314, 72.542774","23.133686, 72.580918",38 km/h,12 mins,Early
GJ-01-MY-4286,827A,Amba Town,Naroda,23.050113,72.488955,"22.980205, 72.647443","23.035664, 72.477198",57 km/h,20 mins,Delayed
GJ-01-PC-8394,828,Amba Town,S. Bopal,23.109067,72.458978,"23.110406, 72.630397","22.950430, 72.582723",26 km/h,22 mins,Early
GJ-01-SG-3607,829B,Amba Town,Sabarmati,23.096776,72.506397,"22.951830, 72.531748","23.125716, 72.604142",52 km/h,10 mins,On Time
GJ-01-GX-3707,830,Amba Town,Isanpur,22.977545,72.495863,"23.096306, 72.453305","23.029703, 72.571960",15 km/h,12 mins,Early
GJ-01-VZ-6065,831C,Amba Town,Sola,22.952442,72.580712,"23.082494, 72.507285","23.018274, 72.595089",39 km/h,10 mins,On Time
GJ-01-SC-9709,832C,Amba Town,Prahladnagar,23.088729,72.599755,"23.134406, 72.554176","23.056808, 72.573312",49 km/h,15 mins,Traffic
GJ-01-QA-5441,833A,Amba Town,Chandlodia,23.007632,72.478727,"22.983162, 72.525243","23.041138, 72.515161",39 km/h,7 mins,Delayed
GJ-01-TB-4506,834C,Amba Town,Jaimangal,23.018331,72.521332,"23.087423, 72.626598","23.081296, 72.534998",26 km/h,17 mins,On Time
GJ-01-HA-1206,835C,Amba Town,Narol,23.119123,72.485046,"22.970200, 72.549660","22.980604, 72.515812",15 km/h,6 mins,Traffic
GJ-01-HA-2939,836C,Amba Town,Nikol,23.048575,72.526496,"23.037169, 72.539632","23.070745, 72.551547",26 km/h,16 mins,Traffic
GJ-01-HE-3987,837,Dahegam,Ghuma,23.117084,72.454194,"22.990137, 72.628703","22.962191, 72.481467",53 km/h,13 mins,Early
GJ-01-OX-3959,838,Dahegam,Maninagar,23.041035,72.593598,"22.988440, 72.531479","23.124093, 72.613851",38 km/h,14 mins,Traffic
GJ-01-IM-0533,839C,Dahegam,Bhadaj,23.022631,72.53707,"23.035275, 72.534727","23.094450, 72.528238",33 km/h,20 mins,Delayed
GJ-01-PK-9544,840C,Dahegam,RTO,23.142573,72.530406,"23.107321, 72.536808","23.098502, 72.642818",37 km/h,10 mins,Early
GJ-01-QR-0993,841A,Dahegam,LD Engg,23.112689,72.632937,"23.058623, 72.478995","23.066558, 72.485965",49 km/h,24 mins,Traffic
GJ-01-AJ-9817,842A,Dahegam,Vasna,23.064633,72.498176,"22.972485, 72.598650","23.037676, 72.537690",30 km/h,23 mins,Early
GJ-01-UF-8264,843D,Dahegam,RTO (C),22.950859,72.492502,"22.970870, 72.467018","23.085201, 72.523582",25 km/h,14 mins,Traffic
GJ-01-JI-7151,844A,Dahegam,Lal Darwaja,23.09873,72.554202,"23.078540, 72.638252","23.030267, 72.609974",40 km/h,19 mins,On Time
GJ-01-WL-6672,845A,Dahegam,Kalupur,23.102517,72.620331,"23.026409, 72.542777","22.956373, 72.586590",44 km/h,17 mins,On Time
GJ-01-ML-8206,846D,Dahegam,Chandkheda,23.054094,72.645986,"22.982869, 72.562090","23.087948, 72.575177",43 km/h,19 mins,Delayed
GJ-01-BA-1217,847,Dahegam,Hanspura,22.962529,72.550606,"23.114606, 72.629574","23.094123, 72.532092",30 km/h,20 mins,Early
GJ-01-JU-3653,848C,Dahegam,Gota,23.102361,72.513084,"23.120303, 72.578108","23.123160, 72.587070",21 km/h,23 mins,Delayed
GJ-01-CV-3294,849B,Dahegam,Ranip,22.980094,72.59104,"22.968472, 72.646408","22.962914, 72.502010",55 km/h,25 mins,On Time
GJ-01-GT-3940,850D,Dahegam,Sarkhej,23.077355,72.488587,"22.992974, 72.615969","22.993401, 72.609765",23 km/h,22 mins,On Time
GJ-01-ZU-5568,851C,Dahegam,Iskcon,22.991122,72.64333,"22.992331, 72.557090","23.060069, 72.477387",44 km/h,24 mins,Delayed
GJ-01-EN-9036,852C,Dahegam,Nehrunagar,23.148817,72.627287,"22.968882, 72.490839","23.030173, 72.476197",59 km/h,21 mins,On Time
GJ-01-UO-8721,853C,Dahegam,Sarangpur,23.098057,72.453982,"23.036132, 72.465556","22.988664, 72.487563",50 km/h,16 mins,On Time
GJ-01-YN-3563,854A,Dahegam,Vadaj,23.094378,72.598036,"22.970188, 72.471916","23.145753, 72.575658",52 km/h,10 mins,Early
GJ-01-HC-6238,855D,Dahegam,Odhav,23.114602,72.600042,"22.967500, 72.497062","22.983906, 72.610371",31 km/h,20 mins,Traffic
GJ-01-ND-7142,856C,Dahegam,Sarthi,22.951012,72.465456,"23.045798, 72.609637","22.988373, 72.512167",23 km/h,6 mins,Early
GJ-01-MK-6179,857A,Dahegam,Airport,23.125291,72.627006,"23.128992, 72.639126","23.107506, 72.517524",17 km/h,24 mins,Early
GJ-01-DI-2173,858A,Dahegam,Amba Town,23.021301,72.594118,"22.984531, 72.599828","22.991815, 72.628304",16 km/h,8 mins,Delayed
GJ-01-FW-8754,859,Dahegam,Bopal,23.077677,72.48801,"23.108537, 72.582667","23.010219, 72.452988",29 km/h,16 mins,Delayed
GJ-01-QI-5642,860B,Dahegam,Ghatlodia,23.03952,72.534331,"23.088899, 72.568001","22.999158, 72.580989",36 km/h,23 mins,Traffic
GJ-01-PK-9834,861C,Dahegam,Vaishnodevi,23.096262,72.5051,"23.055355, 72.490157","23.076748, 72.510880",40 km/h,22 mins,On Time
GJ-01-CB-4781,862C,Dahegam,Science City,23.078874,72.589881,"23.131739, 72.498015","22.986912, 72.566782",33 km/h,21 mins,Delayed
GJ-01-LQ-7333,863C,Dahegam,Memnagar,23.047938,72.513785,"22.983368, 72.538352","23.027588, 72.639967",30 km/h,11 mins,Traffic
GJ-01-HA-0849,864C,Dahegam,CTM,23.098619,72.527305,"23.070490, 72.554014","23.064440, 72.487941",37 km/h,25 mins,Traffic
GJ-01-MP-3605,865,Dahegam,Naroda,22.973381,72.545768,"23.036495, 72.555714","23.020136, 72.490738",57 km/h,8 mins,On Time
GJ-01-WL-8237,866,Dahegam,S. Bopal,23.12234,72.531972,"23.015077, 72.574061","22.955892, 72.598799",19 km/h,14 mins,Early
GJ-01-SH-4629,867B,Dahegam,Sabarmati,23.006248,72.590537,"22.972909, 72.494637","22.950343, 72.555332",42 km/h,19 mins,Early
GJ-01-PK-3722,868C,Dahegam,Isanpur,23.08883,72.558292,"22.961108, 72.474379","22.976088, 72.477800",36 km/h,3 mins,Early
GJ-01-BJ-4175,869C,Dahegam,Sola,22.97122,72.576439,"23.126247, 72.564868","22.972854, 72.634913",45 km/h,19 mins,Early
GJ-01-KS-7094,870C,Dahegam,Prahladnagar,22.974069,72.562721,"23.126834, 72.504374","23.037655, 72.602850",32 km/h,6 mins,Early
GJ-01-MP-9045,871D,Dahegam,Chandlodia,23.13398,72.469504,"23.006490, 72.506881","23.118352, 72.648175",50 km/h,24 mins,Early
GJ-01-NE-5281,872B,Dahegam,Jaimangal,22.963801,72.501173,"22.992479, 72.642271","23.059939, 72.555604",39 km/h,4 mins,Traffic
GJ-01-VP-3599,873,Dahegam,Narol,22.962966,72.621252,"23.077739, 72.593734","23.118389, 72.613133",29 km/h,4 mins,Delayed
GJ-01-FF-6690,874,Dahegam,Nikol,23.118345,72.519682,"23.040814, 72.534083","22.968208, 72.564891",27 km/h,7 mins,Early
GJ-01-XW-9038,875B,Bopal,Ghuma,23.116506,72.572586,"23.134213, 72.552554","23.074591, 72.615056",31 km/h,22 mins,Traffic
GJ-01-WZ-9338,876D,Bopal,Maninagar,23.069752,72.636674,"23.089791, 72.573898","23.005922, 72.574029",32 km/h,19 mins,On Time
GJ-01-SZ-7715,877C,Bopal,Bhadaj,23.118331,72.608963,"23.038514, 72.558924","23.104539, 72.611097",55 km/h,20 mins,Early
GJ-01-PW-6527,878C,Bopal,RTO,23.084265,72.456647,"23.081057, 72.461654","22.984122, 72.626118",43 km/h,8 mins,Early
GJ-01-HG-0315,879A,Bopal,LD Engg,23.079842,72.579271,"23.140116, 72.479703","23.122254, 72.642813",53 km/h,8 mins,Delayed
GJ-01-IM-6751,880B,Bopal,Vasna,22.955131,72.543816,"23.091483, 72.578397","23.068286, 72.554940",17 km/h,10 mins,Delayed
GJ-01-RX-7446,881B,Bopal,RTO (C),23.128632,72.534049,"23.012841, 72.538797","23.109285, 72.494128",59 km/h,7 mins,On Time
GJ-01-VL-9003,882C,Bopal,Lal Darwaja,23.062676,72.511468,"23.138827, 72.530561","22.987900, 72.587928",38 km/h,19 mins,On Time
GJ-01-MF-7812,883A,Bopal,Kalupur,23.025318,72.510432,"23.049007, 72.585449","23.043263, 72.495799",16 km/h,4 mins,Delayed
GJ-01-SE-8929,884A,Bopal,Chandkheda,23.002434,72.634978,"23.097328, 72.646066","22.985471, 72.546267",17 km/h,11 mins,Delayed
GJ-01-RB-2856,885A,Bopal,Hanspura,23.134146,72.470836,"22.959143, 72.532764","23.007840, 72.589644",43 km/h,13 mins,On Time
GJ-01-XG-5629,886D,Bopal,Gota,23.022593,72.634003,"23.147280, 72.466917","23.069399, 72.471549",30 km/h,4 mins,Delayed
GJ-01-LH-9562,887D,Bopal,Ranip,22.998819,72.605103,"22.978716, 72.482772","23.112129, 72.484769",55 km/h,20 mins,Delayed
GJ-01-PV-6295,888D,Bopal,Sarkhej,23.09943,72.468532,"23.093077, 72.491213","23.032181, 72.569951",57 km/h,23 mins,On Time
GJ-01-VW-0902,889A,Bopal,Iskcon,23.142245,72.635149,"23.025452, 72.450522","23.114967, 72.452154",47 km/h,14 mins,Traffic
GJ-01-IE-2129,890C,Bopal,Nehrunagar,23.060046,72.525492,"23.079990, 72.554040","23.117678, 72.575169",60 km/h,21 mins,On Time
GJ-01-ZN-3195,891B,Bopal,Sarangpur,23.090625,72.534522,"23.052098, 72.483485","23.048456, 72.578804",40 km/h,18 mins,On Time
GJ-01-JQ-8819,892A,Bopal,Vadaj,23.119163,72.597477,"22.989701, 72.562453","23.029816, 72.642713",49 km/h,23 mins,Delayed
GJ-01-DV-8213,893A,Bopal,Odhav,23.007447,72.623257,"23.129071, 72.584749","23.059740, 72.610762",42 km/h,8 mins,On Time
GJ-01-LS-1297,894B,Bopal,Sarthi,22.952834,72.622177,"23.045037, 72.462879","23.078825, 72.569500",24 km/h,15 mins,Traffic
GJ-01-SV-8604,895B,Bopal,Airport,22.9546,72.547774,"22.976443, 72.548472","23.050944, 72.572188",28 km/h,15 mins,Delayed
GJ-01-HA-9645,896A,Bopal,Amba Town,23.13252,72.487222,"23.037733, 72.505726","23.032694, 72.463607",56 km/h,21 mins,Delayed
GJ-01-XT-0519,897D,Bopal,Dahegam,23.078048,72.519113,"23.131266, 72.483675","23.123791, 72.538205",42 km/h,24 mins,Delayed
GJ-01-MH-1555,898A,Bopal,Ghatlodia,22.970714,72.475459,"23.025806, 72.557764","23.054995, 72.499422",46 km/h,3 mins,Delayed
GJ-01-HH-1289,899D,Bopal,Vaishnodevi,23.071434,72.477262,"22.965042, 72.531950","23.135049, 72.553700",15 km/h,5 mins,Traffic
GJ-01-QN-2805,900D,Bopal,Science City,22.964388,72.644466,"22.983214, 72.526754","23.033818, 72.570858",39 km/h,11 mins,Traffic
GJ-01-NU-9421,901D,Bopal,Memnagar,23.1258,72.6318,"22.970673, 72.495141","23.012618, 72.648197",34 km/h,21 mins,Delayed
GJ-01-UO-0700,902B,Bopal,CTM,23.031313,72.538574,"22.969838, 72.503333","23.053282, 72.572412",32 km/h,14 mins,Traffic
GJ-01-TY-0162,903B,Bopal,Naroda,23.026752,72.590156,"23.132187, 72.524581","23.031559, 72.579598",28 km/h,15 mins,Early
GJ-01-KM-2731,904,Bopal,S. Bopal,23.063306,72.529183,"22.977342, 72.508398","23.112161, 72.564809",38 km/h,16 mins,On Time
GJ-01-FR-9306,905C,Bopal,Sabarmati,22.994839,72.549145,"23.053751, 72.570971","23.119704, 72.566685",48 km/h,11 mins,Delayed
GJ-01-WP-6490,906D,Bopal,Isanpur,23.084899,72.516932,"22.970049, 72.556884","23.079860, 72.607471",31 km/h,15 mins,Early
GJ-01-CR-5861,907D,Bopal,Sola,23.026703,72.55144,"22.960326, 72.585992","22.976549, 72.474873",24 km/h,23 mins,Early
GJ-01-TQ-8191,908,Bopal,Prahladnagar,22.95316,72.537626,"23.014189, 72.453480","23.034102, 72.578919",41 km/h,3 mins,Early
GJ-01-SG-1472,909B,Bopal,Chandlodia,23.120792,72.48828,"23.048502, 72.549870","22.958942, 72.476990",40 km/h,23 mins,Delayed
GJ-01-NK-1580,910A,Bopal,Jaimangal,23.047588,72.550201,"23.127410, 72.522571","23.131774, 72.578406",26 km/h,6 mins,Early
GJ-01-QV-5154,911B,Bopal,Narol,23.088255,72.585306,"23.096761, 72.580737","23.086055, 72.608724",48 km/h,19 mins,Delayed
GJ-01-OP-8272,912,Bopal,Nikol,23.106732,72.637523,"22.993650, 72.488894","23.022441, 72.590828",50 km/h,17 mins,Delayed
GJ-01-IU-3193,913D,Ghatlodia,Ghuma,23.134232,72.471574,"22.979032, 72.474316","23.024642, 72.450640",54 km/h,25 mins,Traffic
GJ-01-NH-1361,914C,Ghatlodia,Maninagar,23.025293,72.507262,"22.989589, 72.581426","23.121320, 72.589161",44 km/h,5 mins,Delayed
GJ-01-PQ-0679,915D,Ghatlodia,Bhadaj,23.134373,72.595393,"23.131724, 72.549408","23.038675, 72.487965",35 km/h,24 mins,On Time
GJ-01-YZ-4408,916D,Ghatlodia,RTO,23.004587,72.621797,"22.983265, 72.544065","23.132421, 72.501329",54 km/h,22 mins,On Time
GJ-01-OZ-2815,917,Ghatlodia,LD Engg,23.134577,72.591599,"23.084024, 72.454655","22.959968, 72.463095",56 km/h,11 mins,On Time
GJ-01-ZR-8801,918,Ghatlodia,Vasna,23.098685,72.616369,"23.081668, 72.516036","23.045625, 72.607165",58 km/h,17 mins,On Time
GJ-01-PI-7620,919B,Ghatlodia,RTO (C),23.088496,72.630307,"23.081324, 72.463353","23.005909, 72.603746",16 km/h,18 mins,On Time
GJ-01-XK-9883,920B,Ghatlodia,Lal Darwaja,23.055699,72.453902,"23.009672, 72.602444","23.123577, 72.627724",45 km/h,5 mins,Delayed
GJ-01-KP-2563,921,Ghatlodia,Kalupur,22.969085,72.5811,"23.005628, 72.451471","23.008434, 72.501919",50 km/h,23 mins,On Time
GJ-01-WG-7458,922B,Ghatlodia,Chandkheda,22.973638,72.610676,"23.056848, 72.617530","23.028180, 72.524323",43 km/h,18 mins,Delayed
GJ-01-AK-7192,923C,Ghatlodia,Hanspura,23.007804,72.482554,"23.092999, 72.638561","23.089489, 72.554853",55 km/h,19 mins,On Time
GJ-01-JS-1043,924C,Ghatlodia,Gota,23.077306,72.583658,"23.069808, 72.504692","22.965233, 72.485910",43 km/h,11 mins,Early
GJ-01-RQ-6362,925A,Ghatlodia,Ranip,23.064582,72.465896,"23.105462, 72.483356","23.136307, 72.594063",50 km/h,20 mins,Early
GJ-01-HF-2361,926A,Ghatlodia,Sarkhej,23.009304,72.46241,"23.020704, 72.473309","23.044557, 72.552189",37 km/h,18 mins,On Time
GJ-01-UX-2006,927C,Ghatlodia,Iskcon,23.028052,72.501191,"22.976842, 72.477058","23.144199, 72.619793",42 km/h,14 mins,On Time
GJ-01-YD-7384,928D,Ghatlodia,Nehrunagar,23.005327,72.490608,"22.994442, 72.575776","23.057309, 72.640715",21 km/h,13 mins,On Time
GJ-01-FD-6656,929C,Ghatlodia,Sarangpur,22.996522,72.598132,"23.119183, 72.579620","23.121707, 72.537912",39 km/h,17 mins,Delayed
GJ-01-UI-6059,930A,Ghatlodia,Vadaj,23.003242,72.50973,"23.065373, 72.565446","23.121578, 72.601387",60 km/h,8 mins,Traffic
GJ-01-PB-4968,931A,Ghatlodia,Odhav,23.141887,72.591865,"23.085192, 72.482473","22.957784, 72.537251",27 km/h,17 mins,On Time
GJ-01-QP-7582,932C,Ghatlodia,Sarthi,23.0798,72.474696,"23.126607, 72.583153","23.070445, 72.537080",30 km/h,23 mins,Early
GJ-01-YX-2744,933B,Ghatlodia,Airport,23.091429,72.532081,"22.993292, 72.504982","23.109602, 72.494003",49 km/h,22 mins,Early
GJ-01-VD-6277,934D,Ghatlodia,Amba Town,23.126254,72.484009,"22.987767, 72.570218","23.077579, 72.520279",42 km/h,20 mins,Delayed
GJ-01-IE-9600,935B,Ghatlodia,Dahegam,23.076075,72.568934,"23.027905, 72.473140","23.070470, 72.552375",55 km/h,12 mins,Traffic
